text,intent
I need this passed to a human since the chatbot flow has no relevant option,human_handoff
Can support verify if my refund is affected by an ongoing dispute,refund
Can you help unlink an old payment method tied to a closed bank account,account_management
Is weekend delivery included in the estimated timeline shown?,order_tracking
"Good morning, I have a small question if you have time",greeting
Is there a professional-grade version of this consumer product,product_inquiry
I need help understanding why two different tax rates appear on one invoice,billing_inquiry
Is my package out for delivery today?,order_tracking
I need someone empowered to make a final decision on this today,human_handoff
What's the average delivery time to a neighboring country?,shipping_info
Is there a difference between the international and domestic version of this,product_inquiry
"i need this delivered today, can you check if thats possible",order_tracking
update email pls,account_management
My bank shows a pending charge that never converted to a completed transaction,billing_inquiry
"My email provider is down, is there another way to verify my identity",account_recovery
Is there a human available outside of standard business hours,human_handoff
"Is there an option to request human support only, skipping bot suggestions entirely",human_handoff
Show me Gaming laptops,product_inquiry
my fingerprint login stopped recognizing me suddenly,account_recovery
Any update on ORD1104?,order_tracking
Can you check if a refund and original charge both appear correctly,billing_inquiry
Is there a promo code I can use?,promotions
Is there a discount for customers celebrating a specific milestone with your brand,promotions
I reinstalled the app and now it won't recognize my login,account_recovery
Is there a way to see the exact delivery route my package is on?,order_tracking
I forgot my password,account_recovery
Can you verify if a failed payment retry caused duplicate authorization holds,billing_inquiry
whats the typical delay if the courier partner changes hubs,shipping_info
Is delivery slower for cash-on-delivery compared to prepaid orders,shipping_info
How do I verify my account after signing up?,account_creation
can i get written confirmation that my order was cancelled,cancel_order
Does this come pre-assembled or do I need to build it?,product_inquiry
trying to add a new address but the form keeps resetting,account_management
"Hey, is there a wait time to talk to someone?",greeting
Can you tell me if there's a way to track how many loyalty points I've earned lifetime,promotions
transfer to human,human_handoff
I want to register but the OTP field isn't accepting numbers,account_creation
Change my password,account_management
shiping charges for heavy items,shipping_info
Edit account,account_management
Is there a way to recover an account tied to a deactivated email domain,account_recovery
Do you deliver to remote villages?,shipping_info
I was charged in a different currency than expected,billing_inquiry
Can you confirm if there's a loyalty bonus for maintaining a wishlist actively,promotions
Where's my package?,order_tracking
account recovery keeps redirecting me in circles,account_recovery
"tried the forgot password 5 times, still nothing",account_recovery
I want to cancel since a newer version of this product was just announced,cancel_order
want to register but confused about the form fields,account_creation
What's the difference between standard and premium shipping?,shipping_info
"Can you check if my IP got flagged, causing repeated recovery failures",account_recovery
"Hey, hope your day's going well so far",greeting
"payment split across two cards, only one shows in invoice",billing_inquiry
chat wit real person pls,human_handoff
pls process my refund fast,refund
Is phone-based recovery faster than email-based recovery,account_recovery
Can you pull up ORD1105?,order_tracking
Can you verify if the seller has actually acknowledged my return,refund
Can support verify if a manual override was applied to my last bill,billing_inquiry
Is contactless delivery an option?,shipping_info
What's the shipping policy for fragile items?,shipping_info
payment stuck pending,billing_inquiry
Is this item suitable for high-altitude or extreme climate use,product_inquiry
Can I sign up using just my Apple ID?,account_creation
Login not working plz help,account_recovery
What's your return and refund policy?,refund
locked out plzz,account_recovery
can i redirect my package to a different address mid delivery,order_tracking
Hii,greeting
I want to link my account to a new bank account for refunds,account_management
"Hi, I'm a new customer, nice to e-meet you",greeting
connect me to person,human_handoff
When will ORD1136 arrive?,order_tracking
Can you help me reduce marketing communication frequency without opting out completely,account_management
billing issue,billing_inquiry
is there a wallet cashback scheme running currently,promotions
any upcoming sale info pls,promotions
I need to register but I don't have a smartphone for OTP,account_creation
"Hi, hope you don't mind me starting with small talk first",greeting
Is there an offer specifically for downloading and using the mobile app,promotions
can partial refund be given if i keep a damaged accessory,refund
want to cancel since the seller hasnt shipped in days,cancel_order
Is there a way to get SMS alerts each time my order status changes,order_tracking
I need to understand the exact exchange rate used for my international purchase,billing_inquiry
I need to cancel because delivery to my new address isn't supported yet,cancel_order
"Good morning, hoping for some quick help today",greeting
coupon plz,promotions
I want to create an account strictly for warranty registration purposes,account_creation
whats the shipping process for international returns,shipping_info
can you check if my order was accidentally sent to the wrong hub,order_tracking
Can you check if my refund is being processed to an expired card,refund
"the chatbot keeps repeating the same answer, i need a human",human_handoff
I need an invoice reissued with corrected billing address,billing_inquiry
Can you help me update my saved card details?,account_management
Do you offer a joint account option for couples?,account_creation
need to know exact refund amount before agreeing to return,refund
Can you cancel the order even though payment is already processed,cancel_order
Is this product available with a extended service contract,product_inquiry
Can I cancel an order that's already out for delivery?,cancel_order
I need to know if a refund can be issued before the returned item is received,refund
"The registration page keeps freezing, any fix?",account_creation
Is there a way to preview the terms of service before I sign up,account_creation
How can I redeem my loyalty points?,promotions
Is there an option for scheduled bulk delivery for offices,shipping_info
Is there a way to request delivery specifically before a certain hour for office hours,shipping_info
Can I get a consolidated invoice for multiple orders this month?,billing_inquiry
is dis product refurbished or brand new,product_inquiry
Is there an option for delivery confirmation via video call,shipping_info
I need help changing my subscription plan tied to my account,account_management
need to know if pkg left warehouse,order_tracking
"Please cancel my order, the return policy shown was misleading",cancel_order
I need to understand why a restocking fee was deducted from my refund,refund
how does dis compare price wise to competitor brands,product_inquiry
Show Samsung products,product_inquiry
"None of these options solve my issue, connect me to support",human_handoff
Can someone check if the delivery address on file is correct?,order_tracking
already returned item but no refund yet,refund
Please cancel since my landlord doesn't allow deliveries at my current address,cancel_order
Can support verify if the refund includes taxes originally paid,refund
refund kab tak aayega,refund
Can you cancel my order if the seller hasn't confirmed it yet,cancel_order
Can you tell me if this product has undergone any recent recalls,product_inquiry
My order hasn't arrived yet,order_tracking
Can I stack a first-time user discount with a seasonal sale?,promotions
"The automated responses aren't solving my problem, can I speak to a person?",human_handoff
Can you update my occupation field on the profile?,account_management
Can support confirm if a promotional bundle price was honored correctly,billing_inquiry
"trying to register but keep getting errors, pls assist",account_creation
I need someone to verify my identity manually since automation keeps failing,account_recovery
whats the max time delivery can take in worst case,shipping_info
I want to change how my name appears on shipping labels,account_management
want refund plus compensation for the inconvenience caused,refund
I was charged twice for my order,billing_inquiry
Locate ORD1092,order_tracking
"I can log in on my phone but not on the website, why",account_recovery
pls cancl before it ships,cancel_order
Account locked out,account_recovery
"Please cancel my order, I want to consult a specialist before this purchase",cancel_order
The OTP for login isn't arriving on my phone,account_recovery
There's a currency conversion charge I wasn't expecting,billing_inquiry
How do I change the currency displayed on my account?,account_management
Can a human help me with this?,human_handoff
How much extra does overnight shipping cost?,shipping_info
is there a manual recovery option if automated ones fail,account_recovery
Order status?,order_tracking
"wheres my item, ordered last week",order_tracking
Can you confirm if loyalty discounts and coupon codes can combine on one invoice,billing_inquiry
How long does delivery take?,shipping_info
Track shipment ORD1150,order_tracking
Can I get delivery confirmation with a photo of the doorstep drop-off,shipping_info
Does creating an account cost anything at all?,account_creation
Can you get someone from compliance to review this specific complaint,human_handoff
"Hi, back again with another question",greeting
Track my order,order_tracking
is dis coupon still valid,promotions
Can support confirm if cross-border transaction fees apply to my last purchase,billing_inquiry
